team_id,team_name,train_offense_coeff,test_offense_coeff,train_defense_coeff,test_defense_coeff
1,Air Force,0.1162055455382401,1.1078510340790755,-0.15173207678807085,-0.16997028196910952
10,Arkansas,0.28556157069251964,0.7982862616365244,-0.15220802615359758,-0.2290555760903742
101,Miami,-0.2928047839565612,0.009246213971794877,-0.03329416432909558,-0.24362816410576535
102,Miami (OH),0.41073424687124466,1.104907170560897,0.026738387990732887,1.3887009080197266
103,Michigan,1.2576260932799987,1.2491965144603172,-0.06133610724944739,0.026211968091463207
104,Michigan State,0.11056077558178082,0.16992467170015726,-0.1491635838437245,-0.16137327254269315
105,Middle Tennessee,-0.01832972145933091,0.10916515409987845,0.04230160375869734,0.05467339894163316
106,Minnesota,0.7984423271877027,0.19260649901493804,-0.15788119525802286,-0.2409774149967638
107,Mississippi State,0.3921539333846806,0.11452355691199204,-0.00529468281772695,-0.04463791008107435
108,Missouri,-0.3344400409315275,0.8449720334745169,-0.03790445541937822,-0.10999961100003602
11,Arkansas State,-0.2201911170636257,0.11732217090201111,-0.02281166211498121,0.8863469887451052
113,NC State,0.08161343585308947,-0.7023546160640753,-0.15408670821908288,-0.0421324375806622
114,Navy,-0.227905325913174,-0.1656630522119356,-0.15348951741903244,-0.04396624295605303
115,Nebraska,0.16688500807312068,-0.8675462783813501,-0.14945810568507092,-0.053838141626872844
116,Nevada,-0.5352190924462679,-0.05910024000769536,0.39529607547109163,0.061338417525478896
118,New Mexico,-0.6162354505312508,-0.8385357091742106,-0.14263744208088153,0.16323946375887086
119,New Mexico State,0.258751091126661,-0.5734979341860602,-0.14242829744336666,-0.17737990818245705
123,North Carolina,0.9226733848478421,0.6105287562798819,-0.15568880829537593,0.6088821548362026
127,North Texas,0.652164515804,0.9726780866691093,-0.14808243806257318,-0.09509734799483782
13,Army,0.17045621297314384,1.1833175044336621,0.07730622995351567,0.2561053250609118
130,Northern Illinois,0.15578138470942327,0.6158078104499435,-0.008805225070477303,-0.09710177899325825
132,Northwestern,-0.4389814317313699,-0.8137815561630191,-0.14230879528086554,0.03377196500747957
134,Notre Dame,0.05313970487215099,0.7424042273918919,0.2072116644722558,-0.2595436028136251
135,Ohio,0.355200676386721,0.8157257947905882,-0.12368821537648461,-0.04754633156849764
136,Ohio State,1.1985156686510492,1.2584550357305566,0.045137006516669125,-0.24757518679135898
137,Oklahoma,0.3847685250068312,1.7688772621834785,0.768804589664679,0.7219029750322231
138,Oklahoma State,0.09048411048514769,-0.3943968102792088,-0.15041898889034924,-0.19505990094365822
139,Old Dominion,-0.30125186835809,-0.21135969861558643,-0.15043255192456978,-0.004805718892538442
14,Auburn,-0.040119517585718814,0.029915269272503087,-0.04603571275799196,-0.23278557732458158
140,Ole Miss,0.7747315749057393,0.5607113293160048,-0.013376180054054701,-0.24371178195808055
141,Oregon,1.2183448713502223,1.6414461697415563,-0.13637105750082235,-0.037097882683680264
142,Oregon State,0.7651746752288342,-0.19412171878413076,0.17517780933627336,-0.07294094779883194
143,Penn State,0.471158567517952,0.8314813514426217,-0.05300334123203503,-0.1816524799457934
144,Pittsburgh,-0.04851643525107347,0.25701538090679577,0.1838226099069061,-0.14113762236573157
146,Purdue,0.19086514867144125,0.5049180392911208,-0.05304134674596609,-0.14372820147189436
148,Rice,0.47158311267755665,-0.30803260645793146,-0.14142993020772696,0.7402478793123353
15,Austin Peay,-0.3186814062312633,-0.7379231681766393,-0.14179623386436593,-0.14776114181982103
150,Robert Morris,0.9571618513294796,-0.42608579073593233,-0.11956452242296785,2.985350897549245
151,Rutgers,-0.820378018487299,-0.5105149685858701,-0.032175328386103055,-0.017976739506242203
153,SMU,1.435340716194088,0.7842008707509662,-0.03215587074108526,-0.0566884312829846
157,San Diego State,-0.20771441409932687,-0.757880651071614,-0.12979823283304986,0.08987140497542466
